0
47,"평생수수료 혜택 대상 계좌번호와 신청 가능 기간도 안내되어 있으며, 신청은 M-able 앱 또는 M-able mini 앱을 통해 가능하다고 합니다."
48,"수수료 혜택은 주식(코스피, 코스닥, 코넥스) 기준으로 0.0044792%가 부과되며, HTS(H-able, ACE), 홈페이지, MTS(M-able, M-able mini) 거래 시에만 적용된다고 합니다."
49,"또한, 일부 계좌는 수수료 혜택이 적용되지 않을 수 있으며, 해지수수료는 0.2%가 부과된다고 안내되어 있습니다."
50,"마지막으로, 해당 안내는 전일자 기준 수수료혜택 미신청 고객 대상으로 발송되었으며, 신청 완료 고객도 문자 발송이 될 수 있다고 합니다."
51,"[마케팅 메시지 시작]
[Company]은 [Service]를 이용하는 회원들에게 특별한 혜택을 제공합니다."
52,자산을 연동하고 프로모션코드 '내자산연동'을 입력하면 [Company]포인트 5천원을 즉시 받을 수 있습니다.
53,"또한, 쿠폰함의 '혜택2' 쿠폰교환코드를 이벤트 페이지에 등록하면 [Company]포인트 1만 5천원, 1만원, 5천원, 1천원 중 한 가지를 추첨을 통해 받을 수 있습니다."
54,"이벤트 기간은 2023년 7월 10일부터 7월 19일까지이며, 본 메시지를 수신한 [Service] 회원들을 대상으로 합니다."
55,이벤트에 참여하려면 아래 링크를 클릭해주세요.
56,"[URL]

자세한 내용은 이벤트 본문과 '꼭 확인하세요'를 참조해주세요."
57,문의사항은 ☎XXXX-XXXX로 연락주세요.
58,[마케팅 메시지 끝]
59,**은행은 2022년 5월 27일부터 5월 31일까지 모바일뱅킹 로그인 시 자동으로 참여할 수 있는 깜짝 이벤트를 진행합니다.
60,이벤트에 참여하신 고객 중 400명을 추첨하여 베스킨 라빈스 쿼터 아이스크림 모바일 쿠폰을 드립니다.
61,"경품은 2022년 6월 7일에 지급될 예정이며, 이벤트에 대한 안내는 없으니 당첨자에 한해 **은행에 등록된 휴대폰 번호로 모바일 쿠폰이 발송될 예정입니다."
62,이벤트에 대한 자세한 문의는 **은행 고객센터로 연락해주시기 바랍니다.
63,"이벤트는 **은행으로부터 직접 수신한 고객에게만 해당되며, **은행 사정에 따라 변경 또는 중단될 수 있습니다."
64,이벤트에 참여하시는 모든 고객들에게 행운이 가득하길 바랍니다.
65,"[마케팅 메시지 시작]
증권사에서는 엄청난 혜택을 제공하고 있습니다!"
66,마감이 임박한 여름 경품 이벤트에 참여하여 다양한 혜택을 받아보세요.
67,"제습기, 선풍기, 호캉스, 상품권 등 다양한 경품을 손쉽게 받을 수 있는 기회입니다."
68,[Company]금융통합앱 [모니모]에 첫 가입하면 누구나 경품을 받을 수 있습니다.
69,가족이나 친구와 함께 가입하고 경품을 나누어 가지세요.
70,이벤트에 참여하려면 아래 링크로 모니모에 가입하고 이벤트 신청폼을 제출하면 됩니다.
71,"이벤트 기간은 23.7.7부터 23.8.8까지이며, 이 기간 동안 링크를 통해 모니모에 최초 신규 가입하고 이벤트 신청한 모든 고객이 대상입니다."
72,"경품으로는 특급호텔 숙박권 50만원권, 신세계백화점 상품권 50만원권, [Company] 인버터 제습기 18L, 다이슨 쿨 선풍기 타워형, 스타벅스 아메리카노 1잔이 준비되어 있습니다."
73,"①~④번 경품은 각각 3명에게 추첨되며, ⑤번 경품은 상위 당첨 고객을 제외한 모든 참여자에게 제공됩니다."
74,이벤트에 대한 자세한 내용은 [URL]에서 확인하실 수 있습니다.
75,"또한, '모니모 운세톡톡'을 통해 언제 팔자가 필지 알아보고, 팔자피자, 어깨피자, 웃음꽃피자를 즐길 수도 있습니다."
76,"이 이벤트는 [Company]와 무관하며, 모니모에서 주관합니다."
77,이벤트 참여 전에는 투자 전 설명
78,KB은행에서는 원하는 간식을 골라 먹는 이벤트를 진행하고 있습니다.
79,이벤트에 참여하면 KB로 자동납부를 하면 1만원 상당의 간식 쿠폰을 드립니다.
80,"이벤트 기간은 2023년 7월 20일부터 8월 31일까지이며, 참여 방법은 이벤트 페이지에 접속하여 응모하고 자동납부를 등록하여 출금 완료 시 경품을 지급받는 것입니다."
81,"경품으로는 배스킨라빈스, 파리바게뜨, GS25 모바일 상품권, CU 모바일 금액권 중 한 가지를 선택할 수 있으며, 경품은 자동납부 출금일에 따라 1차 지급과 2차 지급으로 나누어집니다."
82,"또한, 카카오톡으로 혜택과 경품 이벤트 정보를 받을 수 있으며, 챗봇과 상담도 가능합니다."
83,"이벤트에 대한 자세한 내용은 이벤트 페이지에서 확인할 수 있으며, 이벤트는 KB은행 고객을 대상으로 진행되며, 상품 가입 전에는 상품 설명서와 약관을 필독해야 합니다."
84,"또한, KB은행은 상품 계약체결을 권유하는 경우에도 고객이 이해할 수 있도록 설명을 받을 권리가 있으며, 이벤트는 KB은행의 사정에 따라 변경 또는 중단될 수 있습니다."
85,이벤트에 대한 문의는 KB은행 고객센터로 연락하면 됩니다.
86,"이벤트는 준법감시인의 심의를 받았으며, 유효기간은 2023년 7월 18일부터 2023년 10월 12일까지입니다."
87,무료수신거부는 해당 번호로 연락하면 됩니다.
88,**은행에서는 오늘 단 하루 동안 [Company] 로그인만 하면 아아 1+1 이벤트를 진행합니다.
89,이벤트에 참여하시면 메가MGC커피 ICE 아메리카노 모바일 쿠폰 2매를 드립니다.
90,"이벤트 기간은 23.07.28(금)이며, 쿠폰 적립일은 2023.08.16(수)입니다."
91,쿠폰은 [Company] 앱의 쿠폰함에서 확인하실 수 있습니다.
92,이벤트에 참여하시려면 [URL]로 바로 로그인해주세요.
93,감사합니다.
94,**은행에서는 언택트 시대에 맞춰서 두 가지 필수 금융서비스를 소개하고 있습니다.
95,첫 번째로는 [Company]플러스입니다.
96,"이 서비스를 이용하면 **카드, [Company]금융투자, [Company]생명의 금융서비스를 한 번에 이용할 수 있습니다."
97,두 번째로는 오픈뱅킹 서비스입니다.
98,"이 서비스를 등록하면 **은행을 한 번에 이용할 수 있고, 잔고 확인도 가능합니다."
99,"또한, 송금 수수료 면제와 다양한 할인 쿠폰 이벤트도 제공됩니다."
100,"**카드는 부보금융기관이 아니며, [Company]금융그룹 관계사들은 상호채무를 보증하지 않습니다."
101,자세한 사항은 홈페이지를 참조하거나 가까운 영업점으로 문의해주세요.
102,[Company]은행에서는 청년을 위한 저축 상품인 '청년저축왕 적금'을 소개하고 있습니다.
103,"이 상품은 1년, 2년, 3년 단위로 가입할 수 있으며, 기본이자율과 우대이자율이 적용됩니다."
104,현재 최고 이자율은 연 5.65%입니다.
105,"이 상품은 월 30만원 이하로 자유롭게 적립할 수 있으며, 우대요건을 충족하면 최대 연 1.3%의 우대이자를 받을 수 있습니다."
106,"우대요건으로는 급여클럽 우대, 목돈마련 축하 우대, 입출금 통장 신규 또는 거래중지 계좌 우대, 친구초대 우대가 있습니다."
107,중도해지한 계좌에는 우대이자가 적용되지 않습니다.
108,[Company]은행의 청년저축왕 적금에 관심이 있으시다면 아래 링크를 통해 바로 가입할 수 있습니다.
109,"또한, 상품 가입 전에는 '금융상품 설명서'와 '약관'을 꼭 읽어보시기 바랍니다."
110,"[Company]은행은 귀하의 예금보호를 위해 최고 5천만원까지 보호해드리며, 고객상담센터 XXXX-XXXX로 문의하실 수 있습니다."
111,이번 여행에서는 신세계면세점에서 화장품 면세쇼핑을 즐길 수 있습니다.
112,구매한 뷰티 상품에는 5만원 상당의 설화수 옥용팩 본품과 신세계면세점 적립금에 중복으로 사용할 수 있는 1만원 추가할인 혜택을 받을 수 있습니다.
113,"혜택 1은 120달러 이상 구매 시 설화수 옥용팩 본품과 추가 1만원 포인트를 받을 수 있고, 혜택 2는 29달러 이상 구매 시 스페셜 기프트를 증정합니다."
114,"이벤트 기간은 6월 26일부터 6월 30일까지이며, 재고 소진 시 조기 종료될 수 있습니다."
115,자세한 내용은 링크를 통해 확인할 수 있습니다.
116,은행에서는 고객의 생일을 축하하기 위해 생일 선물 쿠폰을 제공하고 있습니다.
117,"이 쿠폰은 [Service] 앱을 통해 받을 수 있으며, 1만원권의 쿠폰이 제공됩니다."
118,"쿠폰의 유효기간은 2023년 9월 22일까지이며, 유효기간이 지난 후에는 사용이 불가능합니다."
119,"쿠폰을 받기 위해서는 [Service] 앱의 이벤트 페이지에서 '생일선물 받기'를 클릭해야 하며, 이벤트 응모는 1인 1회로 제한됩니다."
120,"또한, [Service] 앱의 최신 버전을 사용해야 정상적으로 작동하며, 휴대전화 기종에 따라 링크 접속이 지연될 수 있으므로 문의가 필요한 경우 고객센터로 연락해야 합니다."
121,"이벤트는 **은행으로부터 안내 메시지를 받은 고객에게만 적용되며, **은행의 사정에 따라 변경 또는 중단될 수 있습니다."
122,"쿠폰은 **은행의 금융상품 거래 시 사용할 수 있으며, 사용 가능한 상품과 사용 기간은 쿠폰 종류에 따라 다를 수 있습니다."
123,"마지막으로, **은행의 홈페이지나 [Service] 앱에서 자세한 내용을 확인할 수 있습니다."
124,**은행에서는 한정판 운동화와 트렌드 아이템을 경품으로 제공하는 위클리 래플 이벤트를 진행하고 있습니다.
125,"이벤트에 참여하면 매주 자동으로 추첨에 참여할 수 있으며, 응모를 빨리 하실수록 핫한 경품을 받을 기회가 더 많아집니다."
126,"이벤트 기간은 2023년 7월 31일부터 8월 31일까지이며, 경품을 확인하려면 [URL]을 방문해주세요."
127,"또한, **은행 챗봇과 상담하여 이벤트에 대한 자세한 내용을 확인하실 수 있습니다."
128,이벤트 관련 자세한 사항은 이벤트 페이지의 유의사항을 참고해주시기 바랍니다.
129,"이벤트는 **은행의 사정에 따라 변경 또는 중단될 수 있으며, 동일 금액대의 다른 상품으로 변경될 수도 있습니다."
130,"또한, **은행은 상품 계약체결을 권유하는 경우에도 고객이 중요한 사항을 이해할 수 있도록 설명을 받을 권리가 있습니다."
131,"이 광고물은 이벤트 관련 홍보물이며, 상품 가입 전에는 상품 설명서와 약관을 반드시 확인하시기 바랍니다."
132,추가 문의사항은 **은행 고객센터(☎XXXX-XXXX)로 문의해주시기 바랍니다.
133,은행에서는 무더운 여름을 이겨낼 수 있는 커피 선물을 제공하고 있습니다.
134,"이벤트 페이지에서 커피쿠폰을 받을 수 있으며, 경품은 메가MGC커피 (ICE) 아메리카노 1매입니다."
135,이벤트에 참여하려면 이벤트 페이지 상단의 [커피쿠폰 받기] 버튼을 클릭해야 합니다.
136,"경품은 2023년 8월 11일까지 지급될 예정이며, 경품은 고객정보상의 휴대폰번호로 발송되므로 등록된 고객정보를 확인해야 합니다."
137,이벤트 링크 접속에 문제가 발생할 경우 고객센터로 문의하면 됩니다.
138,"이벤트는 **은행의 사정에 따라 변경 또는 중단될 수 있으며, 상세한 내용은 고객센터로 문의하시기 바랍니다."
139,**은행에서는 스타뱅킹을 통해 다양한 입출금통장을 확인할 수 있는 스마트한 자산 관리 Plan을 제공하고 있습니다.
140,"고객님께서는 링크를 통해 딱 맞는 통장을 확인하거나 기존 통장을 전환할 수 있으며, 챗봇을 통해 상담도 가능합니다."
141,"예금자 보호법에 따라 원금과 이자를 합하여 1인당 5천만원까지 예금자 보호되며, 상품 가입 전에는 상품 설명서와 약관을 꼭 읽어보시기 바랍니다."
142,궁금한 사항이 있으시면 **은행 고객센터로 문의해주시기 바랍니다.
143,은행에서는 이틀 동안 아이스크림이나 커피 중 하나를 무조건 받을 수 있는 랜덤박스 이벤트를 진행하고 있습니다.
144,이벤트에 참여하시면 배스킨라빈스 더블레귤러 아이스크림이나 메가MGC커피 ICE 아메리카노 중 한 가지를 100% 당첨 받을 수 있습니다.
145,이벤트 기간은 2023년 6월 27일부터 6월 28일까지로 단 2일입니다.
146,이벤트에 참여하려면 [Service] App의 이벤트 페이지에서 '랜덤박스 열기'를 클릭해야 합니다.
147,경품은 2023년 7월 11일까지 등록된 휴대폰번호로 [Service] 쿠폰함으로 지급됩니다.
148,이벤트에 대한 자세한 내용은 고객센터로 문의하시기 바랍니다.
149,**은행에서는 모바일뱅킹 로그인 시 신세계 상품권을 드리는 이벤트를 진행합니다.
150,"이벤트 기간은 2022년 6월 17일부터 6월 30일까지이며, 이벤트에 참여하려면 모바일뱅킹에 로그인하면 자동으로 참여됩니다."
151,"경품은 최대 5만원까지의 신세계 모바일 상품권이며, 경품은 2022년 7월 5일에 개별적으로 통보될 예정입니다."
152,"경품 수령을 위해 개인정보를 제공하게 되며, 경품 발송 완료 후 6개월 이내에는 폐기됩니다."
153,이벤트에 대한 자세한 내용은 **은행 고객센터로 문의하시기 바랍니다.
154,"KB Wallet 포인트 최대 6,000p를 드립니다."
155,"KB Wallet을 이용하고 Wallet 포인트를 최대 6,000p 적립해보세요."
156,"이벤트 기간은 2023년 5월 2일부터 2023년 6월 30일까지이며, 이벤트에 참여하려면 다음 조건을 충족해야 합니다."
157,"첫째, KB Wallet 최초 가입 시 100p를 적립합니다."
158,"둘째, 국민비서 신청 및 알림 설정 시 500p를 적립합니다."
159,"셋째, 전자증명서 최초 가입 시 200p를 적립합니다."
160,"넷째, New Fun Contents 최초 이용 동의 시 200p를 적립합니다."
161,"모든 조건을 충족하면 추가로 5,000p를 적립받을 수 있으며, 이는 추첨을 통해 2,000명에게 지급됩니다."
162,"포인트는 KB Wallet 앱의 포인트통에서 확인할 수 있으며, 이벤트 페이지에서 자세한 사항을 확인할 수 있습니다."
163,"이벤트는 KB Wallet 앱의 최신 버전에서만 적용되며, 포인트는 실시간으로 지급되지만 지연될 수도 있습니다."
164,문의사항은 **은행 고객센터로 연락하시기 바랍니다.
165,이벤트는 **은행의 사정에 따라 변경되거나 중단될 수 있습니다.
166,**은행에서는 오늘 하루 동안만 특별한 이벤트를 진행합니다.
167,이벤트에 참여하신 **은행 고객님들께는 메가MGC커피 (ICE) 아메리카노 1매를 선물로 드립니다.
168,"이벤트는 2023년 6월 30일까지이며, 참여 방법은 이벤트 페이지에서 '럭키박스 열기'를 클릭하는 것입니다."
169,경품은 2023년 7월 11일까지 등록된 휴대폰번호로 지급될 예정이니 고객님들은 등록된 연락처를 확인해주시기 바랍니다.
170,이벤트에 대한 자세한 내용은 고객센터로 문의해주시기 바랍니다.
171,[은행] [Service]팩 이벤트에 참여하신 고객님께 안내드립니다.
172,이벤트에 응모해주셔서 진심으로 감사드립니다.
173,이벤트 조건은 다음과 같습니다.
174,[Service]팩을 받은 후 패키지 미션을 달성하셔야 합니다.
175,미션 1은 [Service] 1만원을 주택청약종합저축에 신규가입하고 자동이체를 해야 합니다.
176,미션 2는 [Service] 1만원을 적금 또는 적립식펀드에 10만원 이상(기간 6개월 이상) 신규가입하고 자동이체를 해야 합니다.
177,보너스로는 패키지 미션을 모두 완료하셔야 합니다.
178,4월 11일에 확인 결과 [보너스] 조건을 충족하지 못하셨습니다.
179,"[Service] 유효기간은 4월 14일까지이며, 미션 1과 2를 모두 충족하시면 추가 경품이 제공됩니다."
180,자세한 내용은 이벤트 페이지를 참조해주세요.
181,[은행] 고객정보상 휴대폰번호로 발송되었습니다.
182,"주택청약종합저축은 전 금융기관에서 1인 1계좌 개설이 가능하며, 예금자보호법상 보호상품은 아니지만 주택도시기금 조성재원으로 정부가 관리하고 있습니다."
183,"투자 전에는 설명 청취 및 간이투자설명서, 집합투자규약을 필독하시기 바랍니다."
184,"금융투자상품은 예금자보호법상 보호상품이 아니며, 자산가격 변동 등에 따라 투자원금 손실이 발생할 수 있습니다."
185,"또한, 증권거래비용 등이 추가로 발생할 수 있습니다."
186,예금은 예금자보호법에 따라 원금과 소정이자를 합산해
187,**은행에서는 머니버스라는 자산관리 서비스를 소개하고 있습니다.
188,이 서비스를 통해 고객은 흩어져 있는 자산을 한눈에 확인할 수 있습니다.
189,"머니버스는 고객을 중심으로 돌아가는 자산관리를 제공하며, 모든 자산을 한 곳에서 조회할 수 있습니다."
190,자산을 한눈에 보는 것부터가 자산관리의 시작이라고 할 수 있습니다.
191,머니버스를 통해 고객은 자신의 돈이 어디에 있는지 확인할 수 있습니다.
192,머니버스를 시작하려면 [Company]의 웹사이트로 이동해야 합니다.
193,해당 상품 또는 서비스에 대한 설명을 받기 위해서는 고객은 [Company] 고객상담센터로 문의할 수 있습니다.
194,"마지막으로, 이 광고는 법령 및 내부통제 기준에 따라 제공되며, 거부할 경우에는 별도의 연락처로 연락하라는 안내가 있습니다."
195,"[마케팅 메시지 시작]
지금바로 발행어음을 [[Company]]에서 가입하세요!"
196,"이벤트 기간은 4월 10일부터 5월 31일까지이며, 발행어음 약정 기간이 181일 이상인 경우에만 해당됩니다."
197,이벤트 내용은 다음과 같습니다.
198,- 1천만원 이상의 순매수시 신세계 상품권 1만원을 드립니다.
199,- 1억원 이상의 순매수시 가입금액의 0.1%에 해당하는 최대 100만원의 캐시백을 드립니다.
200,이 캐시백은 추첨을 통해 100명에게 지급됩니다.
201,이벤트에 참여하시려면 [[URL]]에서 온라인 매체를 통해 가입하신 상품에 한해 신청하셔야 합니다.
202,"발행어음은 증권(AA, 23.3.29, 한국신용평가)의 신용위험에 따라 원금 손실이 가능하며, 중도 해지시에는 보유 기간에 따라 낮은 수익율이 적용됩니다."
203,자세한 사항은 홈페이지를 참고해주시기 바랍니다.
204,"이벤트 기간은 2023년 4월 11일부터 2023년 5월 31일까지이며, 증권 준법감시인 심사필 제2023-03452호를 받았습니다."
205,궁금한 사항이 있으시면 무료 전화번호 XXX-XXX-XXXX로 연락주세요.
206,[마케팅 메시지 끝]
207,**은행은 LIVE하나 1주년을 축하하여 선물 가득한 파티에 초대합니다.
208,7월 25일 오후 6시에 [Company] 라이브 방송 [LIVE하나]에서 재미있는 라이브 퀴즈쇼를 즐기고 선물을 받아가세요.
209,"퀴즈 정답을 맞히시면 추첨을 통해 JW메리어트 호텔 서울 망고빙수, BBQ 황금올리브치킨+콜라, 배스킨라빈스 싱글레귤러, 스타벅스 아메리카노T+리얼치즈베이글, 메가커피 아메리카노(ICE)를 받을 수 있습니다."
210,"또한, 전원 증정 퀴즈를 맞히시면 CU 1천원 상품권을 받을 수 있습니다."
211,"**은행 라이브 방송 시청 및 이벤트 참여를 위해서는 최신버전의 [Company] 설치가 필요하며, 이벤트는 **은행 사정에 따라 변경 또는 조기 종료될 수 있습니다."
212,"**은행은 스마트폰뱅킹 대표 브랜드이며, 라이브 방송은 [Company]에서 진행됩니다."
213,"경품은 2023년 8월 25일 이내 개별 배송되며, 이벤트 경품은 2023년 8월 11일 이내 [Company]>My하나>쿠폰함으로 지급됩니다."
214,유효기간 연장 및 재발송은 불가능합니다.
215,"이 홍보물은 법령 및 내부통제기준에 따라 제공되며, 유효기간은 2023년 7월 25일까지입니다."
216,준법감시인 심의필 제2023-광고-05053호(2023.07.20).
217,"**은행 고객센터 (XXXX-XXXX), 무료수신거부 XXX-XXX-XXXX."
218,은행에서는 복날을 맞이하여 특별한 이벤트를 진행하고 있습니다.
219,"이벤트에 참여하시면 룰렛을 돌릴 수 있으며, 100% 당첨이 가능합니다."
220,이벤트 페이지에서 '룰렛 돌리기'를 클릭하면 참여할 수 있습니다.
221,"이벤트는 2023년 7월 21일(금) 하루 동안 진행되며, 경품은 2023년 7월 28일(금)까지 순차적으로 지급됩니다."
222,"이벤트에 참여하려면 [Service] 앱의 최신 버전을 사용해야 하며, 한 번의 참여만 가능합니다."
223,경품은 등록된 휴대폰 번호로 발송되므로 고객정보를 확인해주시기 바랍니다.
224,휴대폰 기종에 따라 이벤트 링크 접속이 지연될 수 있으니 문의사항이 있으면 고객센터로 문의해주시기 바랍니다.
225,"이벤트는 은행의 사정에 따라 변경 또는 중단될 수 있으며, 상세한 내용은 고객센터로 문의해주시기 바랍니다."
226,KB은행은 다음과 같은 서비스를 고객들에게 소개하고 있습니다.
227,"첫 번째로는 KB국민인증서로, 패턴, 지문, Face ID를 통해 쉽게 로그인할 수 있으며, 카드나 OTP 없이 6자리 간편비밀번호로 이체할 수 있습니다."
228,"두 번째로는 오픈뱅킹으로, 다른 금융기관의 계좌를 조회하고 출금할 수 있으며, [Service] 계좌를 등록하면 계좌이체 수수료가 무료입니다."
229,"마지막으로는 마이데이터로, 나의 금융정보와 비금융정보를 한 눈에 확인할 수 있으며, 소비패턴 분석을 통한 지출관리 서비스를 제공합니다."
230,"이러한 서비스에 대한 상세한 설명과 약관은 KB은행 홈페이지에서 확인할 수 있으며, 고객센터로 문의할 수 있습니다."
231,**은행에서는 재동의 이벤트를 진행하고 있습니다.
232,이벤트에 참여하시면 경품을 100% 당첨할 수 있습니다.
233,"이벤트 기간은 2023년 7월 24일부터 8월 13일까지이며, **은행으로부터 수신 동의한 [Company] 고객을 대상으로 합니다."
234,이벤트에 참여하려면 이벤트 응모와 함께 [Service] 서비스 자산을 1년 연결 등록해야 합니다.
235,"또한, **은행의 개인(신용)정보 마케팅활용동의와 [마이데이터]개인(신용)정보 마케팅 활용동의도 필수입니다."
236,"당첨자는 2023년 8월 18일에 발표되며, 경품은 2023년 8월 25일까지 발송됩니다."
237,이벤트에 대한 자세한 내용은 **은행 고객센터나 홈페이지를 참고해주시기 바랍니다.
238,**은행에서는 오늘 하루 동안만 특별한 이벤트를 진행합니다.
239,이벤트에 참여하신 **은행 고객님들께는 메가MGC커피 (ICE) 아메리카노 1매를 선물로 드립니다.
240,"이벤트는 2023년 6월 30일까지만 진행되며, 참여 방법은 이벤트 페이지에서 '럭키박스 열기'를 클릭하는 것입니다."
241,"이벤트 경품은 2023년 7월 11일까지 등록된 휴대폰번호로 지급될 예정이며, 휴대전화 기종에 따라 링크 접속이 지연될 경우 고객센터로 문의하시기 바랍니다."
242,이벤트에 대한 자세한 내용은 고객센터로 문의하시기 바랍니다.
243,**은행에서는 타금융기관 신용대출을 보유하고 계신 고객님들께 특별한 혜택을 제공하고 있습니다.
244,대출이동서비스를 조회하시면 100% 커피쿠폰을 드립니다.
245,"또한, **은행으로 대출을 갈아타시면 첫달 이자지원을 최대 20만원까지 받으실 수 있습니다."
246,이벤트에 응모하시면 추첨을 통해 100명에게 이자지원 혜택이 주어집니다.
247,이벤트에 참여하시려면 대출이동서비스를 조회하신 후 이벤트 응모를 완료하셔야 합니다.
248,대출이동서비스로 신용대출을 갈아타신 경우에도 이벤트 응모를 완료하시면 최대 20만원의 이자지원 혜택을 받으실 수 있습니다.
249,"당첨자 발표는 2023년 8월 4일에 이루어지며, 경품은 2023년 8월 10일에 지급될 예정입니다."
250,이벤트에 참여하시기 전에는 계약체결/가입 전 설명서 및 약관을 꼭 읽어보시기 바랍니다.
